Tissue,BroadID,Release,PMID,Organism,Platform,PlatformDescription,PlatformAccesionID,DataAccessionID,SigID,SigName,SigDescription,Comment,Keywords,URL,FileAssociated,GenesBroad,GenesArticle,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,,
Kidney,not done,R3,11493696,Human,Custom cDNA Array,21 632 cDNA microarrays,,,11493696-TableS3,Takahashi01_77genes_Kidney,Table 3. Commonly down-regulated genes in clear cell renal cell carcinoma (RCC),Seventy-seven genes or expressed sequence tags (ESTs) that are at least 3-fold downregulated in at least 75% of RCC (n = 29). Average fold reflect average ratios of all nonflagged spots. Percentage of RCC is the fraction of tumors that had at least 2-fold down-regulation.,,http://www.pnas.org/content/suppl/2001/08/07/171209998.DC1/2099Table3.pdf,11493696-TableS3.txt,,77,GenBank ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R4,11522623,Human,Custom cDNA Array,cDNA microarray slides containing 9216 cDNA spots ,,,11522623-Table1,Lin01_84genes_Colon,Table 1 Candidate genes downstream of  beta-catenin/Tcf pathway,,,,11522623-Table1.txt,,84,Geneset Specific Statistics,GenBank ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,
Breast,not done,R5,11553815,Human,,,,,11553815-Figure1b,Sorlie01_456genes_intrinsicMolecularSubtypes_Breast,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brain,,R4,11559565,Human,affy_HuGeneFL,hybridized to HuGeneFL arrays,,,11559565-Table2,Rickman01_50genes_Brain,Table 2. A subset of the 167 genes expressed at higher levels in grade IV tumors compared with grade I tumors  listed by category,,,,11559565-Table2.txt,,50,GenBank ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Other Gene Description,,,,,,,,,,,,,,,,,,,
Brain,,R4,11559565,Human,affy_HuGeneFL,hybridized to HuGeneFL arrays,,,11559565-Table3,Rickman01_53genes_Brain,Table 3. A subset of the 193 genes expressed at higher levels in grade I tumors compared with grade IV tumors  listed by category,,,,11559565-Table3.txt,,53,GenBank ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Other Gene Description,,,,,,,,,,,,,,,,,,,
Breast,,R3,11562467,Human,affy_HuGeneFL,Affymetrix HuGeneFL,,,11562467-Table3,West01_100genes_Breast,Table 3. Complete listing of genes that provide estrogen receptor (ER) discrimination,,,http://www.pnas.org/cgi/content/full/201162998/DC1/3,11562467-Table3.txt,,100,Geneset Specific Statistics,Geneset Specific Statistics,GenBank ID,Gene Description,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,
Duplicates,,R5,11568973,Mouse,Custom cDNA Array,Atlas mouse 1.2 cDNA expression array (Clontech Laboratories  Palo Alto  CA),,,11568973-Table1,Joseph01_18genes_Duplicates,Table 1. Gene Expression Profile in Cells Developed from Tumors Grown in Nude Mice Injected Subcutaneously with BALB/c-3T3 Cells Morphologically Transformed with Beryllium Sulfate,Only genes whose differential expression was confirmed by RT-PCR are listed. The differential expression of genes encoding MAX protein  Lupus Ku autoantigen protein p86  and the ATP-dependent DNA helicase II 86-kDa subunit could not be confirmed with RT-PCR. Column 2 represents position on the microarray. Positive and negative numbers represent upregulated and downregulated expression levels in the tumor cells compared with the control cells. The numbers represent results from analysis of the microarray. RT-PCR analysis  in general  showed similar results  and these results are not presented. -Infinite means that expression level in the tumor cells was undetectable.,,http://onlinelibrary.wiley.com/doi/10.1002/mc.1061/full,,,18,Gene Description,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Viral,,R4,11573962,Human,Custom cDNA Array,cDNA microarray ,,,11573962-Table1,Sun01_27genes_SignalTransduction-Related_Viral,TABLE 1. Expression Profile of Signal Transduction-Related Genes in BC-2 Cells and Its Effect by MAP30,VLE  very low expression; LE  low expression; ME  moderate expression; HE  high expression,,,11573962-Table1.txt,,27,UniGene ID,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,
Viral,,R4,11573962,Human,Custom cDNA Array,cDNA microarray ,,,11573962-Table2,Sun01_27genes_Apoptosis-Related _Viral,TABLE 2. Expression Profile of Apoptosis-Related Genes in BC-2 Cells and Its Effect by MAP30,VLE  very low expression; LE  low expression; ME  moderate expression; HE  high expression,,,11573962-Table2.txt,,27,Geneset Specific Factor,UniGene ID,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,
Viral,,R4,11573962,Human,Custom cDNA Array,cDNA microarray ,,,11573962-Table3,Sun01_27genes_Cell Cycle-Related_Viral,TABLE 3. Expression Profile of Cell Cycle-Related Genes in BC-2 Cells and Its Effect by MAP30,VLE  very low expression; LE  low expression; ME  moderate expression; HE  high expression,,,11573962-Table3.txt,,27,UniGene ID,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,
Viral,,R4,11573962,Human,Custom cDNA Array,cDNA microarray ,,,11573962-Table4,Sun01_27genes_Cytokine-Related_Viral,TABLE 4. Expression Profile of Cytokine-Related Genes in BC-2 Cells and Its Effect by MAP30,VLE  very low expression; LE  low expression; ME  moderate expression; HE  high expression,,,11573962-Table4.txt,,27,UniGene ID,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,11597333,Human,Custom cDNA Array,Lymphochip DNA microarrays,,,11597333-SuppTable6,Lam01_06genes_Lymphoma,SuppTable 6. Anti-apoptotic genes,,,,11597333-SuppTable6.txt,,6,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,11597333,Human,Custom cDNA Array,Lymphochip DNA microarrays,,,11597333-SuppTable5,Lam01_23genes_Lymphoma,SuppTable 5. Proliferation genes,,,,11597333-SuppTable5.txt,,23,Gene Symbol,Clone ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,11597333,Human,Custom cDNA Array,Lymphochip DNA microarrays,,,11597333-SuppTable9,Lam01_25genes_Lymphoma,SuppTable 9. Highly induced chemokines  cytokines and their receptors,,,,11597333-SuppTable9.txt,,25,Gene Symbol,Gene Description,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,11597333,Human,Custom cDNA Array,Lymphochip DNA microarrays,,,11597333-SuppTable8,Lam01_57genes_Lymphoma,SuppTable 8. Highly induced genes in PBMC,,,,11597333-SuppTable8.txt,,57,Gene Symbol,Gene Description,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,11597333,Human,Custom cDNA Array,Lymphochip DNA microarrays,,,11597333-SuppTable7,Lam01_77genes_Lymphoma,SuppTable 7. Induced genes in OCI -Ly3 cells,,,,11597333-SuppTable7.txt,,77,Gene Symbol,Clone ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R3,11606393,Human,Clontech_Atlas_13K,Atlas Human Cancer cDNA Expression Array (catalog number 7740-1; Clontech  Palo Alto  CA),,,11606393-Table1,Kumar01_10genes_Ovarian,Table 1 Identity and GenBank accession of the differentially expressed genes (see Fig. 1) from the parental (2008) and Taxol-resistant (2008/13/4) cells,,,,11606393-Table1.txt,,10,Gene Description,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R3,11678601,Human,Custom Oligo Array,high-density oligonucleotide arrays representing 2400 genes,,,11678601-Table5,Ye01_14genes_Lung,Table 5. Biosynthesis and metabolism genes,,,http://pubget.com/search?q=11678601#,11678601-Table5.txt,,14,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R3,11678601,Human,Custom Oligo Array,high-density oligonucleotide arrays representing 2400 genes,,,11678601-Table4,Ye01_16genes_Lung,Table 4. Carcinogenesis and kinase genes; important molecules in the intracellular kinase cascades that responded to Cr (VI)  including G-proteins  Src kinases and MAP kinase (Mitogen-activated protein),,,http://pubget.com/search?q=11678601#,11678601-Table4.txt,,16,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R3,11678601,Human,Custom Oligo Array,high-density oligonucleotide arrays representing 2400 genes,,,11678601-Table6,Ye01_17genes_Lung,Table 6. Cell growth and cell cycle genes,,,http://pubget.com/search?q=11678601#,11678601-Table6.txt,,17,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R3,11678601,Human,Custom Oligo Array,high-density oligonucleotide arrays representing 2400 genes,,,11678601-Table2,Ye01_7genes_Lung,Table 2. Calcium signaling genes; Alterations in the expression of calcium-related genes,,,http://pubget.com/search?q=11678601#,11678601-Table2.txt,,7,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R3,11678601,Human,Custom Oligo Array,high-density oligonucleotide arrays representing 2400 genes,,,11678601-Table1,Ye01_8genes_Lung,Table 1. Stress response genes; Cr-induced oxidative stress occurs at the gene expression level,,,http://pubget.com/search?q=11678601#,11678601-Table1.txt,,8,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R3,11678601,Human,Custom Oligo Array,high-density oligonucleotide arrays representing 2400 genes,,,11678601-Table3,Ye01_9genes_Lung,Table 3. Energy metabolism genes; energy metabolism-related genes  including the obese gene  induced by Cr (VI) treatment,,,http://pubget.com/search?q=11678601#,11678601-Table3.txt,,9,GenBank ID,Gene Description,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lung not cancer,,R3,11694447,Human,affy_Hu6800,"set of 1 476 genes on the Affymetrix Human 6800
microarray",,,11694447-Figure4a,Temple01_29genes_Lung_not_cancer,Figure 4a: Genes regulated  2-fold in TF1.8 cells 4 h after IL-5 withdrawal  relative to the 4-h control cells exposed to IL-5.,,,http://ajrcmb.atsjournals.org/cgi/reprint/25/4/425,11694447-Figure4a.txt,,29,GenBank ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung not cancer,,R3,11694447,Human,affy_Hu6800,"set of 1 476 genes on the Affymetrix Human 6800
microarray",,,11694447-Table1,Temple01_4genes_Lung_not_cancer,Table 1. The genes regulated by IL-5 in both the primary eosinophil and TF1.8 genomics experiments,,,http://ajrcmb.atsjournals.org/cgi/reprint/25/4/425,11694447-Table1.txt,,4,GenBank ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Lung not cancer,,R3,11694447,Human,affy_Hu6800,"set of 1 476 genes on the Affymetrix Human 6800
microarray",,,11694447-Figure4b,Temple01_57genes_Lung_not_cancer,"Figure 4b: Genes regulated   2-fold in TF1.8 cells 8 h after IL-5 withdrawal  relative to
the 8-h control cells exposed to IL-5",,,http://ajrcmb.atsjournals.org/cgi/reprint/25/4/425,11694447-Figure4b.txt,,57,GenBank ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung not cancer,,R3,11694447,Human,affy_Hu6800,"set of 1 476 genes on the Affymetrix Human 6800
microarray",,,11694447-Figure2,Temple01_78genes_Lung_not_cancer,"Figure 2: The genes whose expression changed by more than 2-fold after
addition of IL-5 to eosinophils",,,http://ajrcmb.atsjournals.org/cgi/reprint/25/4/425,11694447-Figure2.txt,,78,GenBank ID,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R3,11707567,Human,affy_HG-U95A,hybridized to human U95A oligonucleotide probe arrays (Affymetrix  Santa Clara  CA),,,11707567-SuppTable1,Bhattacharjee01_175genes_Lung,Supplementary Table 1. Dataset for Gene Expression ,,,http://www.pnas.org.ezp-prod1.hul.harvard.edu/content/98/24/13790/suppl/DC1,11707567-SuppTable1.txt,,175,Other Gene Description,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,Probe ID,GenBank ID,Gene Description,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,11731795,Human,affy_HG-U95Av2,Affymetrix (Santa Clara  CA) U95a or U95a V2 arrays; U95a arrays contain 12600 known genes,,,11731795-SuppTable1,Armstrong02_100genes_UnderExpressed_Lymphoma,SuppTable 1. Relatively underexpressed genes in MLL as compared to ALL,Listed above are the top 100 genes that are relatively underexpressed in MLL as compared to ALL and the corresponding accession numbers. The genes are listed in order as determined in figure 1 of the manuscript.,,http://genetics.nature.com.ezp-prod1.hul.harvard.edu/supplementary_info/,11731795-SuppTable1.txt,,100,GenBank ID,Gene Description,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,11731795,Human,affy_HG-U95Av2,Affymetrix (Santa Clara  CA) U95a or U95a V2 arrays; U95a arrays contain 12600 known genes,,,11731795-SuppTable2,Armstrong02_100genes_OverExpressed_Lymphoma,SuppTable 2. Relatively overexpressed genes in MLL compared to ALL,Listed above are the top 100 genes that are relatively overexpressed in MLL compared to ALL and their corresponding accession numbers.,,http://genetics.nature.com.ezp-prod1.hul.harvard.edu/supplementary_info/,11731795-SuppTable2.txt,,100,GenBank ID,Gene Description,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leukemia,,R3,11733577,Human,affy_HG-U95A,hybridized to U95A microarrays (Affymetrix),,,11733577-Figure2,Klein01_23genes_Leukemia,Figure 2. Identification of genes differentially expressed in M- and UM-CLLs,,,,11733577-Figure2.txt,,23,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,GenBank ID,Probe ID,,,,,,,,,,,,,,,,,,,,,,,,
Leukemia,,R3,11733578,Human,Custom cDNA Array,Lymphochip cDNA microarrays,,,11733578-Figure4,Rosenwald01_39genes_Leukemia,Figure 4. Relative gene expression levels of CLL subtype distinction genes,,,,11733578-Figure4.txt,,39,Clone ID,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Leukemia,,R3,11733578,Human,Custom cDNA Array,Lymphochip cDNA microarrays,,,11733578-Figure1,Rosenwald01_48genes_Leukemia,Figure 1. Discovery of a common gene expression phenotype in CLL; Relative expression levels of selected genes from A in mRNA samples ,,,,11733578-Figure1.txt,,48,Clone ID,Gene Symbol,Gene Description,,,,,,,,,,,,,,,,,,,,,,,,,,
Leukemia,,R3,11733578,Human,Custom cDNA Array,Lymphochip cDNA microarrays,,,11733578-Figure5,Rosenwald01_52genes_Leukemia,Figure 5. (A and B) Response of CLL subtype distinction genes during B cell activation.,,,,11733578-Figure5.txt,,52,Gene Description,Gene Symbol,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemoprevention,not done,R3,11739862,Mouse,Affymetrix array (custom),Affymetrix Mu6500 GeneChip,,,11739862-Table4,Rao01_26genes_Intestine,Table 4. Genes downregulated in the intestine of C57B1/6J mice fed Se-deficient (<0.01 mg/kg) diet,The fold decrease shown represents the average of all nine possible pairwise comparisons among individual mice fed with Se-deficient (<0.01 mg/kg) and 1.0 mg/kg Se (n = 3 for each group). The SEM was calculated for the nine pairwise comparisons and was obtained by dividing the standard deviation by the square root of 3. The criteria for inclusion of a gene in this Table is that the observed fold change is larger than the SEM + 1.3. GenBank accession numbers are listed under ORF. For a more comprehensive list  including genes that do not fit into these classes  and average signal intensities  see (20 ). *ORF  open reading frame.,,http://jn.nutrition.org/cgi/content/full/131/12/3175/T4,11739862-Table4.txt,,26,GenBank ID,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,
Chemoprevention,not done,R3,11739862,Mouse,Affymetrix array (custom),Affymetrix Mu6500 GeneChip,,,11739862-Table3,Rao01_44genes_Intestine,Table 3. Genes upregulated in the intestine of C57B1/6J mice fed Se-deficient (<0.01 mg/kg) diet,The fold increase shown represents the average of all nine possible pairwise comparisons among individual mice fed with Se-deficient (<0.01 mg/kg) and 1.0 mg/kg Se (n = 3 for each group). The SEM was calculated for the nine pairwise comparisons and was obtained by dividing the standard deviation by the square root of 3. The criteria for inclusion of a gene in this table is that the observed fold change is larger than the SEM + 1.3. GenBank accession numbers are listed under ORF. For a more comprehensive list  including genes that did not fit into these classes  and average signal intensities  see (19 ). *ORF  open reading frame.,,http://jn.nutrition.org/cgi/content/full/131/12/3175/T3,11739862-Table3.txt,,44,GenBank ID,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,Geneset Specific Factor,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,
